CDpto,Dep,CProv,Prov,CDist,Dist,Codigo,Fenomeno,Afectado,Fecha,lon,lat
15,LIMA,1507,HUAROCHIRI,150729,STGO. DE ANCHUCAYA,00095620,PRECIPITACIONES - NEVADA,0,2018-09-04,-76.2506,-12.0464
15,LIMA,1507,HUAROCHIRI,150729,STGO. DE ANCHUCAYA,00096351,PRECIPITACIONES - NEVADA,0,2018-10-25,-76.2459,-12.0294
15,LIMA,1507,HUAROCHIRI,150729,STGO. DE ANCHUCAYA,00096352,PRECIPITACIONES - NEVADA,0,2018-10-27,-76.2459,-12.0294
15,LIMA,1509,OYON,150903,CAUJUL,00094138,PRECIPITACIONES - NEVADA,0,2018-06-10,-76.9815,-10.8053
15,LIMA,1510,YAUYOS,151028,TANTA,00093973,PRECIPITACIONES - NEVADA,550,2018-06-02,-76.0161,-12.1224
15,LIMA,1510,YAUYOS,151028,TANTA,00094741,PRECIPITACIONES - NEVADA,490,2018-07-11,-76.0161,-12.1224
15,LIMA,1510,YAUYOS,151030,TOMAS,00094749,PRECIPITACIONES - NEVADA,438,2018-07-11,-75.7475,-12.2387
15,LIMA,1510,YAUYOS,151030,TOMAS,00094881,PRECIPITACIONES - NEVADA,438,2018-07-22,-75.7475,-12.2387
15,LIMA,1510,YAUYOS,151033,VITIS,00094871,PRECIPITACIONES - NEVADA,280,2018-07-22,-75.8102,-12.2244
18,MOQUEGUA,1801,MARISCAL NIETO,180101,MOQUEGUA,00013165,PRECIPITACIONES - NEVADA,79,2005-09-14,-70.9345,-17.1946
18,MOQUEGUA,1801,MARISCAL NIETO,180101,MOQUEGUA,00011581,PRECIPITACIONES - NEVADA,18,2005-09-14,-70.9372,-17.1952
18,MOQUEGUA,1801,MARISCAL NIETO,180102,CARUMAS,00006313,PRECIPITACIONES - NEVADA,1478,2004-07-02,-70.3563,-16.7355
18,MOQUEGUA,1801,MARISCAL NIETO,180102,CARUMAS,00077562,PRECIPITACIONES - NEVADA,445,2016-06-27,-70.6955,-16.8107
18,MOQUEGUA,1801,MARISCAL NIETO,180103,CUCHUMBAYA,00006439,PRECIPITACIONES - NEVADA,850,2004-07-02,-70.6879,-16.7525
18,MOQUEGUA,1801,MARISCAL NIETO,180103,CUCHUMBAYA,00077609,PRECIPITACIONES - NEVADA,109,2016-06-27,-70.6879,-16.7525
18,MOQUEGUA,1801,MARISCAL NIETO,180105,SAN CRISTOBAL,00006070,PRECIPITACIONES - NEVADA,1105,2004-07-02,-70.7075,-16.7412
18,MOQUEGUA,1801,MARISCAL NIETO,180105,SAN CRISTOBAL,00077612,PRECIPITACIONES - NEVADA,84,2016-06-27,-70.6828,-16.7395
18,MOQUEGUA,1801,MARISCAL NIETO,180106,TORATA,00006284,PRECIPITACIONES - NEVADA,573,2004-07-02,-70.5207,-17.0631
18,MOQUEGUA,1801,MARISCAL NIETO,180106,TORATA,00077607,PRECIPITACIONES - NEVADA,100,2016-06-27,-70.8443,-17.0767
18,MOQUEGUA,1802,GRAL. S. CERRO,180201,OMATE,00006491,PRECIPITACIONES - NEVADA,39,2004-07-02,-70.9675,-16.609
18,MOQUEGUA,1802,GRAL. S. CERRO,180201,OMATE,00011574,PRECIPITACIONES - NEVADA,29,2005-09-14,-70.9721,-16.6741
18,MOQUEGUA,1802,GRAL. S. CERRO,180202,CHOJATA,00006315,PRECIPITACIONES - NEVADA,1287,2004-07-02,-70.3943,-16.4769
18,MOQUEGUA,1802,GRAL. S. CERRO,180202,CHOJATA,00009044,PRECIPITACIONES - NEVADA,182,2005-02-21,-70.7345,-16.3898
18,MOQUEGUA,1802,GRAL. S. CERRO,180202,CHOJATA,00013269,PRECIPITACIONES - NEVADA,1334,2005-09-14,-70.7345,-16.3898
18,MOQUEGUA,1802,GRAL. S. CERRO,180202,CHOJATA,00060051,PRECIPITACIONES - NEVADA,2657,2013-08-20,-70.7345,-16.3898
18,MOQUEGUA,1802,GRAL. S. CERRO,180202,CHOJATA,00077435,PRECIPITACIONES - NEVADA,150,2016-06-29,-70.7345,-16.3898
18,MOQUEGUA,1802,GRAL. S. CERRO,180203,COALAQUE,00006492,PRECIPITACIONES - NEVADA,480,2004-07-02,-71.0848,-16.6157
18,MOQUEGUA,1802,GRAL. S. CERRO,180203,COALAQUE,00058910,PRECIPITACIONES - NEVADA,193,2013-06-06,-71.0343,-16.534300000000002
18,MOQUEGUA,1802,GRAL. S. CERRO,180203,COALAQUE,00060053,PRECIPITACIONES - NEVADA,193,2013-08-24,-71.0343,-16.534300000000002
18,MOQUEGUA,1802,GRAL. S. CERRO,180203,COALAQUE,00077558,PRECIPITACIONES - NEVADA,416,2016-06-29,-71.0343,-16.534300000000002
18,MOQUEGUA,1802,GRAL. S. CERRO,180204,ICHUÑA,00006314,PRECIPITACIONES - NEVADA,2320,2004-07-02,-70.4306,-16.3593
18,MOQUEGUA,1802,GRAL. S. CERRO,180204,ICHUÑA,00009067,PRECIPITACIONES - NEVADA,185,2005-02-19,-70.5393,-16.1411
18,MOQUEGUA,1802,GRAL. S. CERRO,180204,ICHUÑA,00009043,PRECIPITACIONES - NEVADA,20,2005-02-21,-70.6161,-16.1444
18,MOQUEGUA,1802,GRAL. S. CERRO,180204,ICHUÑA,00017374,PRECIPITACIONES - NEVADA,652,2006-06-10,-70.5393,-16.1411
18,MOQUEGUA,1802,GRAL. S. CERRO,180204,ICHUÑA,00060055,PRECIPITACIONES - NEVADA,4868,2013-08-23,-70.5393,-16.1411
18,MOQUEGUA,1802,GRAL. S. CERRO,180204,ICHUÑA,00077537,PRECIPITACIONES - NEVADA,2562,2016-06-27,-70.5393,-16.1411
18,MOQUEGUA,1802,GRAL. S. CERRO,180206,LLOQUE,00006316,PRECIPITACIONES - NEVADA,678,2004-07-02,-70.5663,-16.3084
18,MOQUEGUA,1802,GRAL. S. CERRO,180206,LLOQUE,00060056,PRECIPITACIONES - NEVADA,1653,2013-08-23,-70.7397,-16.3237
18,MOQUEGUA,1802,GRAL. S. CERRO,180207,MATALAQUE,00006069,PRECIPITACIONES - NEVADA,480,2004-07-02,-70.828,-16.4821
18,MOQUEGUA,1802,GRAL. S. CERRO,180207,MATALAQUE,00060059,PRECIPITACIONES - NEVADA,50,2013-08-23,-70.9734,-16.4207
18,MOQUEGUA,1802,GRAL. S. CERRO,180207,MATALAQUE,00077545,PRECIPITACIONES - NEVADA,96,2016-06-28,-70.828,-16.4821
18,MOQUEGUA,1802,GRAL. S. CERRO,180208,PUQUINA,00006437,PRECIPITACIONES - NEVADA,2940,2004-07-02,-71.1842,-16.6213
18,MOQUEGUA,1802,GRAL. S. CERRO,180208,PUQUINA,00058926,PRECIPITACIONES - NEVADA,164,2013-06-06,-71.2101,-16.4788
18,MOQUEGUA,1802,GRAL. S. CERRO,180208,PUQUINA,00060061,PRECIPITACIONES - NEVADA,139,2013-08-23,-71.2101,-16.4788
18,MOQUEGUA,1802,GRAL. S. CERRO,180210,UBINAS,00006317,PRECIPITACIONES - NEVADA,2534,2004-07-02,-70.7559,-16.2831
18,MOQUEGUA,1802,GRAL. S. CERRO,180210,UBINAS,00009932,PRECIPITACIONES - NEVADA,110,2005-02-21,-70.8586,-16.3869
18,MOQUEGUA,1802,GRAL. S. CERRO,180210,UBINAS,00017373,PRECIPITACIONES - NEVADA,343,2006-06-12,-70.7559,-16.2831
18,MOQUEGUA,1802,GRAL. S. CERRO,180210,UBINAS,00018371,PRECIPITACIONES - NEVADA,1026,2006-09-01,-70.8613,-16.3875
18,MOQUEGUA,1802,GRAL. S. CERRO,180210,UBINAS,00058932,PRECIPITACIONES - NEVADA,1350,2013-06-06,-70.8613,-16.3875
18,MOQUEGUA,1802,GRAL. S. CERRO,180210,UBINAS,00060062,PRECIPITACIONES - NEVADA,3919,2013-08-23,-70.8613,-16.3875
18,MOQUEGUA,1802,GRAL. S. CERRO,180210,UBINAS,00077531,PRECIPITACIONES - NEVADA,2032,2016-06-28,-70.8613,-16.3875
18,MOQUEGUA,1802,GRAL. S. CERRO,180211,YUNGA,00006438,PRECIPITACIONES - NEVADA,682,2004-07-02,-70.6814,-16.1965
18,MOQUEGUA,1802,GRAL. S. CERRO,180211,YUNGA,00060063,PRECIPITACIONES - NEVADA,1885,2013-08-23,-70.6814,-16.1965
19,PASCO,1901,PASCO,190101,CHAUPIMARCA,00077546,PRECIPITACIONES - NEVADA,0,2016-07-06,-76.2582,-10.6806
19,PASCO,1901,PASCO,190101,CHAUPIMARCA,00078135,PRECIPITACIONES - NEVADA,103,2016-08-13,-76.2351,-10.7067
19,PASCO,1901,PASCO,190101,CHAUPIMARCA,00081620,PRECIPITACIONES - NEVADA,150,2017-02-08,-76.2609,-10.6812
19,PASCO,1901,PASCO,190101,CHAUPIMARCA,00086904,PRECIPITACIONES - NEVADA,6,2017-05-16,-76.2609,-10.6812
19,PASCO,1901,PASCO,190101,CHAUPIMARCA,00089314,PRECIPITACIONES - NEVADA,3,2017-08-29,-76.2582,-10.6806
19,PASCO,1901,PASCO,190101,CHAUPIMARCA,00090696,PRECIPITACIONES - NEVADA,12,2017-12-06,-76.2582,-10.6806
19,PASCO,1901,PASCO,190104,HUAYLLAY,00090701,PRECIPITACIONES - NEVADA,0,2017-12-06,-76.3681,-11.0045
19,PASCO,1901,PASCO,190105,NINACACA,00082574,PRECIPITACIONES - NEVADA,1,2017-02-26,-76.0589,-10.7404
19,PASCO,1901,PASCO,190105,NINACACA,00087524,PRECIPITACIONES - NEVADA,15,2017-04-11,-75.9187,-10.6868
19,PASCO,1901,PASCO,190105,NINACACA,00091116,PRECIPITACIONES - NEVADA,136,2018-01-07,-76.0344,-10.8411
19,PASCO,1901,PASCO,190106,PALLANCHACRA,00078136,PRECIPITACIONES - NEVADA,0,2016-08-13,-76.2834,-10.439
19,PASCO,1901,PASCO,190107,PAUCARTAMBO,00080380,PRECIPITACIONES - NEVADA,0,2016-12-15,-75.8155,-10.7731
19,PASCO,1901,PASCO,190110,TICLACAYAN,00066874,PRECIPITACIONES - NEVADA,0,2014-02-25,-76.1569,-10.5569
19,PASCO,1901,PASCO,190111,TINYAHUARCO,00078138,PRECIPITACIONES - NEVADA,0,2016-08-13,-76.2933,-10.7908
19,PASCO,1901,PASCO,190112,VICCO,00078137,PRECIPITACIONES - NEVADA,0,2016-08-13,-76.2398,-10.8418
19,PASCO,1901,PASCO,190113,YANACANCHA,00012517,PRECIPITACIONES - NEVADA,0,2005-11-08,-76.2562,-10.665
19,PASCO,1902,D. A.CARRION,190201,YANAHUANCA,00056164,PRECIPITACIONES - NEVADA,5,2013-01-09,-76.5174,-10.706
19,PASCO,1902,D. A.CARRION,190201,YANAHUANCA,00090745,PRECIPITACIONES - NEVADA,243,2017-12-12,-76.5197,-10.4927
19,PASCO,1902,D. A.CARRION,190201,YANAHUANCA,00091417,PRECIPITACIONES - NEVADA,0,2018-01-25,-76.4951,-10.4909
19,PASCO,1902,D. A.CARRION,190202,CHACAYAN,00093168,PRECIPITACIONES - NEVADA,0,2018-04-04,-76.3866,-10.5807
19,PASCO,1902,D. A.CARRION,190205,SAN P. DE PILLAO,00094406,PRECIPITACIONES - NEVADA,0,2018-04-04,-76.5467,-10.4121
19,PASCO,1902,D. A.CARRION,190206,STA. ANA DE TUSI,00067269,PRECIPITACIONES - NEVADA,8,2014-03-31,-76.2914,-10.5601
19,PASCO,1902,D. A.CARRION,190206,STA. ANA DE TUSI,00081403,PRECIPITACIONES - NEVADA,0,2017-02-01,-76.3782,-10.4215
20,PIURA,2001,PIURA,200111,LAS LOMAS,00031874,PRECIPITACIONES - NEVADA,40,2008-02-20,-80.2457,-4.65672
20,PIURA,2001,PIURA,200114,TAMBO GRANDE,00084557,PRECIPITACIONES - NEVADA,0,2017-03-23,-80.3443,-4.93323
20,PIURA,2004,MORROPON,200406,SALITRAL,00075549,PRECIPITACIONES - NEVADA,200,2016-03-06,-79.8338,-5.34485
21,PUNO,2101,PUNO,210101,PUNO,00060242,PRECIPITACIONES - NEVADA,0,2013-08-24,-70.028,-15.8406
21,PUNO,2101,PUNO,210102,ACORA,00060428,PRECIPITACIONES - NEVADA,12000,2013-08-28,-69.798,-15.9738
21,PUNO,2101,PUNO,210102,ACORA,00094213,PRECIPITACIONES - NEVADA,0,2018-06-02,-70.0341,-16.5005
21,PUNO,2101,PUNO,210109,MAÑAZO,00060213,PRECIPITACIONES - NEVADA,1830,2013-08-27,-70.4186,-15.7418
21,PUNO,2101,PUNO,210109,MAÑAZO,00094843,PRECIPITACIONES - NEVADA,830,2018-07-19,-70.3434,-15.8008
21,PUNO,2101,PUNO,210109,MAÑAZO,00095144,PRECIPITACIONES - NEVADA,1048,2018-07-22,-70.4431,-15.8918
21,PUNO,2101,PUNO,210110,PAUCARCOLLA,00060255,PRECIPITACIONES - NEVADA,418,2013-09-03,-70.0557,-15.7463
21,PUNO,2101,PUNO,210111,PICHACANI,00050142,PRECIPITACIONES - NEVADA,3170,2012-02-17,-70.0643,-16.1509
21,PUNO,2101,PUNO,210111,PICHACANI,00060052,PRECIPITACIONES - NEVADA,5500,2013-08-24,-70.0643,-16.1509
21,PUNO,2101,PUNO,210111,PICHACANI,00071295,PRECIPITACIONES - NEVADA,2600,2015-07-07,-70.2777,-16.3643
21,PUNO,2101,PUNO,210111,PICHACANI,00090355,PRECIPITACIONES - NEVADA,0,2017-10-16,-70.026,-16.2521
21,PUNO,2101,PUNO,210111,PICHACANI,00092338,PRECIPITACIONES - NEVADA,0,2017-10-16,-70.026,-16.2521
21,PUNO,2101,PUNO,210111,PICHACANI,00094841,PRECIPITACIONES - NEVADA,3700,2018-07-21,-70.0643,-16.1509
21,PUNO,2101,PUNO,210113,SAN ANTONIO,00060196,PRECIPITACIONES - NEVADA,1287,2013-08-27,-70.2834,-16.103
21,PUNO,2101,PUNO,210113,SAN ANTONIO,00071334,PRECIPITACIONES - NEVADA,800,2015-07-04,-70.3466,-16.1424
21,PUNO,2101,PUNO,210114,TIQUILLACA,00060073,PRECIPITACIONES - NEVADA,907,2013-08-24,-70.1873,-15.7978
21,PUNO,2101,PUNO,210114,TIQUILLACA,00095201,PRECIPITACIONES - NEVADA,524,2018-07-22,-70.2224,-15.9086
21,PUNO,2102,AZANGARO,210203,ARAPA,00007160,PRECIPITACIONES - NEVADA,244,2004-09-10,-70.1132,-15.1413
21,PUNO,2102,AZANGARO,210208,MUÑANI,00060396,PRECIPITACIONES - NEVADA,3117,2013-08-27,-69.9527,-14.7691
21,PUNO,2102,AZANGARO,210208,MUÑANI,00071254,PRECIPITACIONES - NEVADA,0,2015-07-04,-69.8643,-14.6478
21,PUNO,2102,AZANGARO,210209,POTONI,00060331,PRECIPITACIONES - NEVADA,5974,2013-08-24,-70.1138,-14.3947
21,PUNO,2102,AZANGARO,210212,SAN JOSE,00060398,PRECIPITACIONES - NEVADA,1635,2013-08-27,-70.1606,-14.6816
21,PUNO,2102,AZANGARO,210212,SAN JOSE,00076778,PRECIPITACIONES - NEVADA,5568,2016-05-24,-70.1606,-14.6816
21,PUNO,2102,AZANGARO,210212,SAN JOSE,00095183,PRECIPITACIONES - NEVADA,3639,2018-08-06,-70.1606,-14.6816
21,PUNO,2103,CARABAYA,210301,MACUSANI,00000697,PRECIPITACIONES - NEVADA,0,2003-03-30,-70.5136,-13.9214
21,PUNO,2103,CARABAYA,210301,MACUSANI,00011634,PRECIPITACIONES - NEVADA,0,2005-09-15,-70.4308,-14.0687
21,PUNO,2103,CARABAYA,210301,MACUSANI,00043544,PRECIPITACIONES - NEVADA,2500,2011-03-09,-70.4308,-14.0687
21,PUNO,2103,CARABAYA,210301,MACUSANI,00045817,PRECIPITACIONES - NEVADA,4760,2011-07-01,-70.4308,-14.0687
21,PUNO,2103,CARABAYA,210301,MACUSANI,00059842,PRECIPITACIONES - NEVADA,5222,2013-08-24,-70.4308,-14.0687
21,PUNO,2103,CARABAYA,210301,MACUSANI,00066268,PRECIPITACIONES - NEVADA,0,2014-09-11,-70.4308,-14.0687
21,PUNO,2103,CARABAYA,210301,MACUSANI,00069878,PRECIPITACIONES - NEVADA,0,2015-04-10,-70.4308,-14.0687
21,PUNO,2103,CARABAYA,210301,MACUSANI,00070609,PRECIPITACIONES - NEVADA,0,2015-05-17,-70.4308,-14.0687
21,PUNO,2103,CARABAYA,210301,MACUSANI,00077799,PRECIPITACIONES - NEVADA,9,2016-07-13,-70.4308,-14.0687
21,PUNO,2103,CARABAYA,210301,MACUSANI,00080754,PRECIPITACIONES - NEVADA,0,2017-01-07,-70.4308,-14.0687
21,PUNO,2103,CARABAYA,210301,MACUSANI,00092439,PRECIPITACIONES - NEVADA,0,2018-03-13,-70.4308,-14.0687
21,PUNO,2103,CARABAYA,210301,MACUSANI,00093949,PRECIPITACIONES - NEVADA,1560,2018-06-03,-70.4308,-14.0687
21,PUNO,2103,CARABAYA,210301,MACUSANI,00094777,PRECIPITACIONES - NEVADA,3450,2018-07-21,-70.4308,-14.0687
21,PUNO,2103,CARABAYA,210302,AJOYANI,00043534,PRECIPITACIONES - NEVADA,0,2011-03-13,-70.2264,-14.2295
21,PUNO,2103,CARABAYA,210302,AJOYANI,00052359,PRECIPITACIONES - NEVADA,2107,2012-04-21,-70.2264,-14.2295
21,PUNO,2103,CARABAYA,210302,AJOYANI,00060043,PRECIPITACIONES - NEVADA,2069,2013-08-23,-70.2264,-14.2295
21,PUNO,2103,CARABAYA,210302,AJOYANI,00094153,PRECIPITACIONES - NEVADA,0,2018-06-10,-70.2264,-14.2295
21,PUNO,2103,CARABAYA,210303,AYAPATA,00045819,PRECIPITACIONES - NEVADA,2280,2011-07-01,-70.325,-13.7782
21,PUNO,2103,CARABAYA,210303,AYAPATA,00060357,PRECIPITACIONES - NEVADA,3025,2013-08-23,-70.325,-13.7782
21,PUNO,2103,CARABAYA,210303,AYAPATA,00077755,PRECIPITACIONES - NEVADA,1,2016-07-07,-70.325,-13.7782
21,PUNO,2103,CARABAYA,210303,AYAPATA,00094152,PRECIPITACIONES - NEVADA,0,2018-06-10,-70.325,-13.7782
21,PUNO,2103,CARABAYA,210303,AYAPATA,00094918,PRECIPITACIONES - NEVADA,1210,2018-07-20,-70.3397,-13.7951
21,PUNO,2103,CARABAYA,210304,COASA,00060366,PRECIPITACIONES - NEVADA,1435,2013-08-23,-70.0198,-13.9855
21,PUNO,2103,CARABAYA,210304,COASA,00071165,PRECIPITACIONES - NEVADA,540,2015-06-03,-70.0198,-13.9855
21,PUNO,2103,CARABAYA,210304,COASA,00092438,PRECIPITACIONES - NEVADA,0,2018-03-13,-69.7774,-13.7757
21,PUNO,2103,CARABAYA,210304,COASA,00094147,PRECIPITACIONES - NEVADA,0,2018-06-10,-70.0198,-13.9855
21,PUNO,2103,CARABAYA,210304,COASA,00094957,PRECIPITACIONES - NEVADA,891,2018-07-21,-70.1074,-14.0213
21,PUNO,2103,CARABAYA,210305,CORANI,00094148,PRECIPITACIONES - NEVADA,0,2018-06-10,-70.6072,-13.8698
21,PUNO,2103,CARABAYA,210305,CORANI,00094779,PRECIPITACIONES - NEVADA,5418,2018-07-21,-70.6072,-13.8698
21,PUNO,2103,CARABAYA,210306,CRUCERO,00035223,PRECIPITACIONES - NEVADA,1048,2009-11-09,-70.0251,-14.3619
21,PUNO,2103,CARABAYA,210306,CRUCERO,00043298,PRECIPITACIONES - NEVADA,0,2011-03-10,-70.172,-14.2734
21,PUNO,2103,CARABAYA,210306,CRUCERO,00060037,PRECIPITACIONES - NEVADA,980,2013-08-24,-70.0251,-14.3619
21,PUNO,2103,CARABAYA,210306,CRUCERO,00071162,PRECIPITACIONES - NEVADA,2500,2015-07-03,-70.0251,-14.3619
21,PUNO,2103,CARABAYA,210306,CRUCERO,00094155,PRECIPITACIONES - NEVADA,0,2018-06-10,-70.0251,-14.3619
21,PUNO,2103,CARABAYA,210307,ITUATA,00006352,PRECIPITACIONES - NEVADA,1063,2004-07-01,-70.2561,-14.0377
21,PUNO,2103,CARABAYA,210307,ITUATA,00045861,PRECIPITACIONES - NEVADA,3150,2011-07-01,-70.2511,-13.7904
21,PUNO,2103,CARABAYA,210307,ITUATA,00060335,PRECIPITACIONES - NEVADA,3177,2013-08-24,-70.2511,-13.7904
21,PUNO,2103,CARABAYA,210307,ITUATA,00094156,PRECIPITACIONES - NEVADA,0,2018-06-10,-70.2511,-13.7904
21,PUNO,2103,CARABAYA,210307,ITUATA,00094955,PRECIPITACIONES - NEVADA,927,2018-07-20,-70.2511,-13.7904
21,PUNO,2103,CARABAYA,210308,OLLACHEA,00045862,PRECIPITACIONES - NEVADA,3680,2011-07-01,-70.4756,-13.7945
21,PUNO,2103,CARABAYA,210308,OLLACHEA,00060521,PRECIPITACIONES - NEVADA,3505,2013-08-24,-70.4756,-13.7945
21,PUNO,2103,CARABAYA,210308,OLLACHEA,00093950,PRECIPITACIONES - NEVADA,1950,2018-06-02,-70.6486,-13.6809
21,PUNO,2103,CARABAYA,210308,OLLACHEA,00094778,PRECIPITACIONES - NEVADA,2713,2018-07-21,-70.4756,-13.7945
21,PUNO,2103,CARABAYA,210310,USICAYOS,00031644,PRECIPITACIONES - NEVADA,6,2009-01-28,-69.969,-14.1253
21,PUNO,2103,CARABAYA,210310,USICAYOS,00060201,PRECIPITACIONES - NEVADA,1027,2013-08-23,-69.969,-14.1253
21,PUNO,2103,CARABAYA,210310,USICAYOS,00062946,PRECIPITACIONES - NEVADA,0,2014-01-15,-69.969,-14.1253
21,PUNO,2103,CARABAYA,210310,USICAYOS,00071163,PRECIPITACIONES - NEVADA,850,2015-07-03,-69.9789,-14.1197
21,PUNO,2103,CARABAYA,210310,USICAYOS,00092036,PRECIPITACIONES - NEVADA,0,2018-02-21,-69.969,-14.1253
21,PUNO,2103,CARABAYA,210310,USICAYOS,00094157,PRECIPITACIONES - NEVADA,0,2018-06-10,-69.969,-14.1253
21,PUNO,2104,CHUCUITO,210401,JULI,00077325,PRECIPITACIONES - NEVADA,40,2016-06-28,-69.462,-16.2152
21,PUNO,2104,CHUCUITO,210401,JULI,00094771,PRECIPITACIONES - NEVADA,501,2018-07-19,-69.4406,-16.3074
21,PUNO,2104,CHUCUITO,210402,DESAGUADERO,00077322,PRECIPITACIONES - NEVADA,200,2016-06-28,-69.0435,-16.5653
21,PUNO,2104,CHUCUITO,210402,DESAGUADERO,00094836,PRECIPITACIONES - NEVADA,1288,2018-07-20,-69.0435,-16.5653
21,PUNO,2104,CHUCUITO,210404,KELLUYO,00077559,PRECIPITACIONES - NEVADA,2490,2016-07-07,-69.2535,-16.7259
21,PUNO,2104,CHUCUITO,210404,KELLUYO,00095020,PRECIPITACIONES - NEVADA,3882,2018-07-21,-69.2535,-16.7259
21,PUNO,2104,CHUCUITO,210405,PISACOMA,00011632,PRECIPITACIONES - NEVADA,0,2005-09-15,-69.3736,-16.9092
21,PUNO,2104,CHUCUITO,210405,PISACOMA,00050141,PRECIPITACIONES - NEVADA,5230,2012-02-24,-69.3736,-16.9092
21,PUNO,2104,CHUCUITO,210406,POMATA,00077323,PRECIPITACIONES - NEVADA,0,2016-06-28,-69.1969,-16.3864
21,PUNO,2104,CHUCUITO,210407,ZEPITA,00043640,PRECIPITACIONES - NEVADA,100,2011-03-12,-69.1051,-16.4965
21,PUNO,2104,CHUCUITO,210407,ZEPITA,00077324,PRECIPITACIONES - NEVADA,0,2016-06-28,-69.1051,-16.4965
21,PUNO,2105,EL COLLAO,210501,ILAVE,00071141,PRECIPITACIONES - NEVADA,3518,2015-07-04,-69.7765,-16.2785
21,PUNO,2105,EL COLLAO,210501,ILAVE,00094027,PRECIPITACIONES - NEVADA,61,2018-06-03,-69.8318,-16.4581
21,PUNO,2105,EL COLLAO,210501,ILAVE,00094025,PRECIPITACIONES - NEVADA,0,2018-06-03,-69.6388,-16.0868
21,PUNO,2105,EL COLLAO,210501,ILAVE,00094770,PRECIPITACIONES - NEVADA,870,2018-07-21,-69.6388,-16.0868
21,PUNO,2105,EL COLLAO,210502,CAPASO,00060254,PRECIPITACIONES - NEVADA,646,2013-08-29,-69.7439,-17.183
21,PUNO,2105,EL COLLAO,210502,CAPASO,00071284,PRECIPITACIONES - NEVADA,0,2015-07-03,-69.7439,-17.183
21,PUNO,2105,EL COLLAO,210502,CAPASO,00094070,PRECIPITACIONES - NEVADA,1906,2018-06-05,-69.7439,-17.183
21,PUNO,2105,EL COLLAO,210502,CAPASO,00094908,PRECIPITACIONES - NEVADA,1271,2018-07-20,-69.7439,-17.183
21,PUNO,2105,EL COLLAO,210504,SANTA ROSA,00060575,PRECIPITACIONES - NEVADA,6832,2013-08-24,-69.7176,-16.7415
21,PUNO,2105,EL COLLAO,210504,SANTA ROSA,00071167,PRECIPITACIONES - NEVADA,7735,2015-07-03,-69.8582,-16.7623
21,PUNO,2105,EL COLLAO,210504,SANTA ROSA,00093975,PRECIPITACIONES - NEVADA,2500,2018-06-04,-69.8582,-16.7623
21,PUNO,2105,EL COLLAO,210505,CONDURIRI,00060080,PRECIPITACIONES - NEVADA,2000,2013-08-24,-69.7102,-16.6211
21,PUNO,2105,EL COLLAO,210505,CONDURIRI,00094071,PRECIPITACIONES - NEVADA,3531,2018-06-05,-69.7512,-16.5496
21,PUNO,2106,HUANCANE,210602,COJATA,00050740,PRECIPITACIONES - NEVADA,2325,2012-03-11,-69.3647,-15.0162
21,PUNO,2106,HUANCANE,210602,COJATA,00069668,PRECIPITACIONES - NEVADA,0,2015-04-06,-69.3647,-15.0162
21,PUNO,2106,HUANCANE,210602,COJATA,00071974,PRECIPITACIONES - NEVADA,1032,2015-08-12,-69.3647,-15.0162
21,PUNO,2106,HUANCANE,210602,COJATA,00094796,PRECIPITACIONES - NEVADA,0,2018-07-21,-69.3496,-14.9982
21,PUNO,2107,LAMPA,210701,LAMPA,00094831,PRECIPITACIONES - NEVADA,1317,2018-07-20,-70.3654,-15.3638
21,PUNO,2107,LAMPA,210702,CABANILLA,00050296,PRECIPITACIONES - NEVADA,186,2012-01-07,-70.349,-15.6196
21,PUNO,2107,LAMPA,210705,OCUVIRI,00060516,PRECIPITACIONES - NEVADA,2180,2013-08-24,-70.9117,-15.113
21,PUNO,2107,LAMPA,210705,OCUVIRI,00069896,PRECIPITACIONES - NEVADA,0,2015-04-11,-70.9069,-15.2661
21,PUNO,2107,LAMPA,210705,OCUVIRI,00071190,PRECIPITACIONES - NEVADA,1640,2015-07-03,-70.8961,-15.0652
21,PUNO,2107,LAMPA,210705,OCUVIRI,00092409,PRECIPITACIONES - NEVADA,0,2018-03-07,-70.8342,-15.0847
21,PUNO,2107,LAMPA,210705,OCUVIRI,00092410,PRECIPITACIONES - NEVADA,0,2018-03-07,-70.8342,-15.0847
21,PUNO,2107,LAMPA,210705,OCUVIRI,00094805,PRECIPITACIONES - NEVADA,0,2018-07-19,-70.9117,-15.113
21,PUNO,2107,LAMPA,210706,PALCA,00060195,PRECIPITACIONES - NEVADA,1477,2013-08-27,-70.5991,-15.235
21,PUNO,2107,LAMPA,210706,PALCA,00069984,PRECIPITACIONES - NEVADA,1534,2015-04-11,-70.5991,-15.235
21,PUNO,2107,LAMPA,210706,PALCA,00071189,PRECIPITACIONES - NEVADA,1534,2015-07-03,-70.5767,-15.3396
21,PUNO,2107,LAMPA,210706,PALCA,00094806,PRECIPITACIONES - NEVADA,0,2018-07-19,-70.5991,-15.235
21,PUNO,2107,LAMPA,210707,PARATIA,00060200,PRECIPITACIONES - NEVADA,1509,2013-08-27,-70.603,-15.4536
21,PUNO,2107,LAMPA,210707,PARATIA,00069985,PRECIPITACIONES - NEVADA,2838,2015-04-12,-70.603,-15.4536
21,PUNO,2107,LAMPA,210707,PARATIA,00071188,PRECIPITACIONES - NEVADA,2838,2015-07-03,-70.7849,-15.5224
